id	rate
01003	52.73660205245154
01015	72.4200362100181
01045	70.92198581560284
01053	130.50570962479608
01055	48.82514494964907
01069	45.410314628608496
01071	68.78306878306879
01073	35.15600477117208
01077	40.76513013483851
01081	46.62840746054519
01089	21.62629757785467
01095	44.59691252144083
01097	50.8213086486977
01101	39.848197343453506
01103	62.05923836389281
01117	30.44802087864289
01125	37.735849056603776
01127	42.69854824935952
05007	48.72955099199443
05009	127.47875354107649
05031	50.718512256973796
05033	60.807075732448865
05045	70.65669160432253
05051	38.11944091486659
05063	83.19467554076539
05069	88.81922675026124
05091	82.64462809917356
05093	90.9090909090909
05115	85.00303582270794
05119	67.71758436944938
05125	36.78402522333158
05131	58.66008027168879
05143	88.05330794859591
05145	77.09750566893425
06001	31.951743908265644
06007	64.40729949394265
06009	53.554040895813046
06019	47.50720614924736
06023	48.019207683073226
06025	49.16420845624385
06029	77.77636108631901
06031	54.53837164004675
06033	64.79481641468682
06039	47.41980474198048
06041	20.633572035441194
06045	47.7326968973747
06047	59.91735537190083
06053	26.193594475532798
06055	43.63636363636364
06057	33.643892339544514
06059	39.24646781789639
06061	34.8605577689243
06065	53.439867178582546
06067	50.965582880476504
06089	46.534017971758665
06095	39.54573108902859
06097	41.020966271649954
06099	66.02953953084274
06101	53.55776587605203
06103	52.707235265931956
06107	54.37352245862884
06111	37.13500864787873
06113	41.162227602905574
06115	66.48936170212767
08001	43.859649122807014
08005	22.569589567834154
08013	23.78686964795433
08031	41.85172531602323
08059	36.279204759831664
08069	26.578073089700997
08077	35.80219288431416
08101	34.538805363673305
08123	33.46346904629113
09001	26.20824449182658
09003	43.17111459968603
09005	35.59352197899982
09007	42.28329809725159
09013	39.76143141153081
09015	49.174569722514924
10001	53.65659777424484
10005	53.45878327809259
12001	43.17627182278956
12005	60.9407731860598
12009	45.46944125839751
12011	43.47738572089934
12015	29.766567444775184
12017	67.8399370760004
12019	37.946874375873776
12021	23.87401864009917
12023	61.64058795637743
12031	48.23728639605891
12033	58.265737461441795
12035	29.882228862717525
12053	49.05542218975055
12055	61.64383561643835
12057	49.41629079331387
12069	46.88063469166968
12071	35.30076249646992
12073	42.39737907111196
12075	62.07674943566591
12081	37.18788737382681
12083	67.47288109202263
12085	39.33819275714451
12086	52.9521787483571
12087	54.44646098003629
12089	57.88712011577424
12091	42.45533345126481
12093	77.08479327259987
12095	45.550255683038976
12097	55.10012095148502
12101	49.31480866802599
12103	48.71728427053641
12105	61.79239414423754
12107	59.670059670059665
12115	24.032959487296864
12117	31.06759555639239
12119	38.83796799751437
12127	45.56332842415317
12131	62.350119904076735
13021	72.89416846652269
13045	75.72889057175313
13047	54.45544554455445
13051	30.22517757291824
13057	27.67134951042997
13063	39.095224797542585
13067	28.865657668903108
13077	37.40224413464808
13121	32.7642697016727
13135	35.53258499555842
13139	36.74086881348606
13151	43.556238790673845
13153	29.515938606847698
13185	81.05802047781569
13215	67.55126658624849
13233	107.52688172043011
13245	51.65057264765327
13295	60.91846298031865
16001	42.31154659837435
16019	53.6746490503716
16027	57.509400575094006
16055	45.751633986928105
17031	50.04370254845842
17057	83.75209380234506
17089	43.7845040928993
17091	55.3059108192188
17097	42.31013327691983
17119	50.70576949431273
17143	56.746532156368225
17167	47.25897920604915
17179	55.59584239787286
17183	72.37635705669481
17197	52.24106602059358
17201	57.659546586292755
18003	45.78987534978377
18005	68.68131868131869
18019	61.15107913669065
18029	71.07320540156361
18035	50.92869982025165
18039	44.68085106382979
18043	58.324496288441146
18053	57.01754385964912
18057	27.685492801771872
18063	50.147492625368734
18065	104.29447852760737
18067	70.97497198356369
18081	37.735849056603776
18085	46.707146193367585
18089	51.62122923052105
18095	54.502984687256685
18097	56.589893045102144
18127	42.21504842314378
18163	44.70636049583418
18167	69.36838262139467
18177	94.89380930863082
19045	78.64488808227465
19061	50.65856129685917
19103	61.1353711790393
19111	103.57815442561206
19113	44.73072105922347
19125	99.8003992015968
19153	47.87352482743265
19163	30.820293978188715
19193	60.26516673362796
20091	30.076480192489473
20173	41.01348888078746
20177	30.15075376884422
20209	39.07521979811136
21013	123.30456226880395
21015	58.35764902042517
21019	73.89162561576354
21029	52.43838489774515
21035	88.57395925597875
21037	59.96309963099631
21043	115.34025374855825
21067	27.344378317516487
21093	44.37273093989512
21107	89.22443376801648
21111	30.19867549668874
21117	38.63134657836645
21125	87.41258741258741
21177	140.98690835850957
21195	56.36978579481398
21199	99.38476100331283
21227	39.8247710075667
21235	128.07881773399015
22015	32.808398950131235
22017	36.97427206901864
22019	64.33453960595094
22045	53.533190578158454
22051	48.343777976723366
22055	44.939011341750486
22057	44.73363155754372
22063	46.51162790697674
22071	33.73118837571354
22073	29.03907074973601
22079	97.08737864077669
22105	52.65005265005265
22109	52.83018867924529
22113	116.88311688311688
23003	49.63726613211149
23005	24.3683468000513
23009	67.70833333333333
23011	66.30152781781493
23019	51.82514646237044
23031	38.30194701563996
24001	72.29832572298325
24005	57.4848042218348
24005	86.47553755063883
24009	65.45820745216515
24013	77.46639325586695
24015	51.83585313174946
24017	50.62436719541006
24019	91.74311926605505
24021	56.50818394388153
24025	60.761112887751835
24027	22.029897718332023
24031	31.329127505257286
24043	55.235350624399615
24045	79.66457023060796
24047	43.47826086956522
25001	27.00096432015429
25003	27.16776092370387
25005	40.25139467551727
25009	31.14469519044215
25013	34.92534707063651
25015	26.838432635534087
25017	32.66915060208434
25021	33.33888981496916
25023	45.03195816385823
25025	41.028446389496715
25027	43.494603447350045
26005	33.51206434316354
26007	96.06986899563319
26017	72.3589001447178
26021	51.50391429748661
26025	69.08904810644832
26035	108.35913312693499
26045	43.59490274983233
26049	62.40527770348579
26051	131.0717039321511
26057	124.27506213753107
26059	125.0
26063	123.01013024602027
26065	47.34848484848485
26075	69.63788300835654
26077	45.996592844974444
26081	47.162517396010514
26087	48.40661557079467
26091	67.32813607370659
26093	53.763440860215056
26099	50.26223776223776
26103	71.75807278318811
26115	75.66512082011228
26117	78.32898172323759
26121	47.10632570659489
26125	65.23765144454799
26139	39.357682619647356
26145	71.7948717948718
26151	82.48730964467005
26155	65.78947368421052
